mode,english,ja_JP,group,id,cat,loc,cursed
base_game,[Duchess] Defeating enemies while Art is active ups attack power,【レディ】アーツ発動中、敵撃破で攻撃力上昇,900,7032700,1,7032700,
base_game,[Duchess] Improved Character Skill Attack Power,【レディ】スキルのダメージ上昇,900,7290000,1,7290000,
base_game,[Duchess] Reprise events upon nearby enemies by landing the final blow of a chain attack with dagger,【レディ】短剣による連撃の最終攻撃命中時 周囲の敵に、直近の出来事を再演,900,7010700,1,7010700,
base_game,[Executor] Character Skill Boosts Attack but Attacking Drains HP,【執行者】スキル中の攻撃力上昇、攻撃時にＨＰ減少,900,7034400,1,7034400,
base_game,[Executor] Roaring restores HP while Art is active,【執行者】アーツ発動中、咆哮でＨＰ回復,900,7011700,1,7011700,
base_game,"[Executor] While Character Skill is active, unlocking use of cursed sword restores HP",【執行者】スキル中、妖刀が解放状態になるとＨＰ回復,900,7034500,1,7034500,
base_game,[Guardian] Creates whirlwind when charging halberd attacks,【守護者】斧槍タメ攻撃時、つむじ風が発生,900,7011600,1,7011600,
base_game,[Guardian] Increased duration for Character Skill,【守護者】スキルの持続時間延長,900,7011000,1,7011000,
base_game,[Guardian] Slowly restores nearby allies' HP while Art is active,【守護者】アーツ発動時、周囲の味方ＨＰを徐々に回復,900,7012000,1,7012000,
base_game,[Guardian] Successful guards send out shockwaves while ability is active,【守護者】アビリティ発動中 ガード成功時、衝撃波が発生,900,7033400,1,7033400,
base_game,[Ironeye] +1 additional Character Skill use,【鉄の目】スキルの使用回数＋１,900,7270100,1,7270100,
base_game,[Ironeye] Art Charge Activation Adds Poison Effect,【鉄の目】アーツのタメ発動時、毒の状態異常を付加,900,7034600,1,7034600,
base_game,[Ironeye] Boosts thrusting counterattacks after executing Art,【鉄の目】アーツ発動後、刺突カウンター強化,900,7034700,1,7034700,
base_game,[Ironeye] Extends duration of weak point,【鉄の目】弱点の持続時間を延長させる,900,7280000,1,7280000,
base_game,[Raider] Damage taken while using Character Skill improves attack power and stamina,【無頼漢】スキル中に攻撃を受けると 攻撃力と最大スタミナ上昇,900,7031300,1,7031300,
base_game,[Raider] Duration of Ultimate Art extended,【無頼漢】アーツの効果時間延長,900,7310000,1,7310000,
base_game,[Recluse] Activating Ultimate Art raises Max HP,【隠者】アーツ発動時、最大ＨＰ上昇,900,7034100,1,7034100,
base_game,[Recluse] Collecting affinity residue activates Terra Magica,【隠者】属性痕を集めた時、「魔術の地」が発動,900,7032800,1,7032800,
base_game,[Recluse] Suffer blood loss and increase attack power upon Art activation,【隠者】アーツ発動時 自身が出血状態になり、攻撃力上昇,900,7032900,1,7032900,
base_game,[Revenant] Expend own HP to fully heal nearby allies when activating Art,【復讐者】アーツ発動時 自身のＨＰと引き換えに周囲の味方のＨＰを全回復,900,7010900,1,7010900,
base_game,[Revenant] Power up while fighting alongside family,【復讐者】ファミリーと共闘中の間、自身を強化,900,7220000,1,7220000,
base_game,[Revenant] Strengthens family and allies when Ultimate Art is activated,【復讐者】アーツ発動時、ファミリーと味方を強化,900,7031200,1,7031200,
base_game,[Revenant] Trigger ghostflame explosion during Ultimate Art activation,【復讐者】アーツ発動時、霊炎の爆発を発生,900,7011200,1,7011200,
base_game,[Wylder] +1 additional Character Skill use,【追跡者】スキルの使用回数＋１,900,7033200,1,7033200,
base_game,[Wylder] Art activation spreads fire in area,【追跡者】アーツ発動時、周囲を延焼,900,7010500,1,7010500,
base_game,[Wylder] Art gauge greatly filled when ability is activated,【追跡者】アビリティ発動時、アーツゲージ増加,900,7032400,1,7032400,
base_game,[Wylder] Standard attacks enhanced with fiery follow-ups when using Character Skill (greatsword only),【追跡者】スキル使用時、通常攻撃で 炎を纏った追撃を行う（大剣のみ）,900,7020000,1,7020000,
deep_night,Acid Spraymist in possession at start of expedition,出撃時に「酸の噴霧」を持つ,6624000,6624500,100,6624500,false
deep_night,Arcane increased for each great enemy defeated at a Ruin,遺跡の強敵を倒す度、神秘上昇,6060500,6060500,100,6060500,false
deep_night,Attack power up when facing frostbite-afflicted enemy,凍傷状態の敵に対する攻撃を強化,7260400,7260400,100,7260400,false
deep_night,Attack power up when facing frostbite-afflicted enemy +1,凍傷状態の敵に対する攻撃を強化＋１,7260400,6260400,100,6260400,true
deep_night,Attack power up when facing frostbite-afflicted enemy +2,凍傷状態の敵に対する攻撃を強化＋２,7260400,6260401,100,6260401,true
deep_night,Attack power up when facing poison-afflicted enemy,毒状態の敵に対する攻撃を強化,7260300,7260000,100,7260000,false
deep_night,Attack power up when facing poison-afflicted enemy +1,毒状態の敵に対する攻撃を強化＋１,7260300,6260000,100,6260000,true
deep_night,Attack power up when facing poison-afflicted enemy +2,毒状態の敵に対する攻撃を強化＋２,7260300,6260001,100,6260001,true
deep_night,Attack power up when facing scarlet rot-afflicted enemy,腐敗状態の敵に対する攻撃を強化,7260300,7260300,100,7260300,false
deep_night,Attack power up when facing scarlet rot-afflicted enemy +1,腐敗状態の敵に対する攻撃を強化＋１,7260300,6260300,100,6260300,true
deep_night,Attack power up when facing scarlet rot-afflicted enemy +2,腐敗状態の敵に対する攻撃を強化＋２,7260300,6260301,100,6260301,true
deep_night,Bloodboil Aromatic in possession at start of expedition,出撃時に「狂熱の香薬」を持つ,6624000,6624300,100,6624300,false
deep_night,Cerulean Crystal Tear in possession at start of expedition,出撃時に「青色の結晶雫」を持つ,6621000,6621200,100,6621200,false
deep_night,Cerulean Hidden Tear in possession at start of expedition,出撃時に「青色の秘雫」を持つ,6621000,6622600,100,6622600,false
deep_night,Crimson Bubbletear in possession at start of expedition,出撃時に「緋色の泡雫」を持つ,6621000,6621400,100,6621400,false
deep_night,Crimson Crystal Tear in possession at start of expedition,出撃時に「緋色の結晶雫」を持つ,6621000,6621100,100,6621100,false
deep_night,Crimsonburst Crystal Tear in possession at start of expedition,出撃時に「緋湧きの結晶雫」を持つ,6621000,6621600,100,6621600,false
deep_night,Crimsonspill Crystal Tear in possession at start of expedition,出撃時に「緋溢れの結晶雫」を持つ,6621000,6621000,100,6621000,false
deep_night,Crimsonwhorl Bubbletear in possession at start of expedition,出撃時に「緋色渦の泡雫」を持つ,6621000,6622500,100,6622500,false
deep_night,Critical Hit Boosts Stamina Recovery Speed,致命の一撃で、スタミナ回復速度上昇,7035100,7035100,100,7035100,false
deep_night,Critical Hit Boosts Stamina Recovery Speed +1,致命の一撃で、スタミナ回復速度上昇＋１,7035100,6035100,100,6035100,false
deep_night,Critical Hits Earn Runes,致命の一撃で、ルーンを取得,7031900,7031900,101,7031900,false
deep_night,Critical hits fill more of the Art gauge,致命の一撃で、アーツゲージ増加,7030800,7030800,100,7030800,false
deep_night,Critical hits fill more of the Art gauge +1,致命の一撃で、アーツゲージ増加＋１,7030800,6030800,100,6030800,true
deep_night,Defeating enemies fills more of the Art gauge,敵を倒した時、アーツゲージ増加,7090000,7090000,100,7090000,false
deep_night,Defeating enemies fills more of the Art gauge +1,敵を倒した時、アーツゲージ増加＋１,7090000,6090000,100,6090000,true
deep_night,Defeating enemies restores HP for allies but not for self,敵を倒した時、自身を除く周囲の味方のＨＰを回復,7090100,7090100,100,7090100,false
deep_night,Dormant Power Helps Discover Axes,潜在する力から、斧を見つけやすくなる,6630000,6631000,100,6631000,false
deep_night,Dormant Power Helps Discover Ballistas,潜在する力から、バリスタを見つけやすくなる,6630000,6632600,100,6632600,false
deep_night,Dormant Power Helps Discover Bows,潜在する力から、弓を見つけやすくなる,6630000,6632300,100,6632300,false
deep_night,Dormant Power Helps Discover Claws,潜在する力から、爪を見つけやすくなる,6630000,6632000,100,6632000,false
deep_night,Dormant Power Helps Discover Colossal Swords,潜在する力から、特大剣を見つけやすくなる,6630000,6630300,100,6630300,false
deep_night,Dormant Power Helps Discover Colossal Weapons,潜在する力から、特大武器を見つけやすくなる,6630000,6632200,100,6632200,false
deep_night,Dormant Power Helps Discover Crossbows,潜在する力から、クロスボウを見つけやすくなる,6630000,6632500,100,6632500,false
deep_night,Dormant Power Helps Discover Curved Greatswords,潜在する力から、大曲剣を見つけやすくなる,6630000,6630500,100,6630500,false
deep_night,Dormant Power Helps Discover Curved Swords,潜在する力から、曲剣を見つけやすくなる,6630000,6630400,100,6630400,false
deep_night,Dormant Power Helps Discover Daggers,潜在する力から、短剣を見つけやすくなる,6630000,6630000,100,6630000,false
deep_night,Dormant Power Helps Discover Fists,潜在する力から、拳を見つけやすくなる,6630000,6631900,100,6631900,false
deep_night,Dormant Power Helps Discover Flails,潜在する力から、フレイルを見つけやすくなる,6630000,6631400,100,6631400,false
deep_night,Dormant Power Helps Discover Great Hammers,潜在する力から、大槌を見つけやすくなる,6630000,6631300,100,6631300,false
deep_night,Dormant Power Helps Discover Great Spears,潜在する力から、大槍を見つけやすくなる,6630000,6631600,100,6631600,false
deep_night,Dormant Power Helps Discover Greataxes,潜在する力から、大斧を見つけやすくなる,6630000,6631100,100,6631100,false
deep_night,Dormant Power Helps Discover Greatbows,潜在する力から、大弓を見つけやすくなる,6630000,6632400,100,6632400,false
deep_night,Dormant Power Helps Discover Greatshields,潜在する力から、大盾を見つけやすくなる,6630000,6632900,100,6632900,false
deep_night,Dormant Power Helps Discover Greatswords,潜在する力から、大剣を見つけやすくなる,6630000,6630200,100,6630200,false
deep_night,Dormant Power Helps Discover Halberds,潜在する力から、斧槍を見つけやすくなる,6630000,6631700,100,6631700,false
deep_night,Dormant Power Helps Discover Hammers,潜在する力から、槌を見つけやすくなる,6630000,6631200,100,6631200,false
deep_night,Dormant Power Helps Discover Heavy Thrusting Swords,潜在する力から、重刺剣を見つけやすくなる,6630000,6630900,100,6630900,false
deep_night,Dormant Power Helps Discover Katana,潜在する力から、刀を見つけやすくなる,6630000,6630600,100,6630600,false
deep_night,Dormant Power Helps Discover Medium Shields,潜在する力から、中盾を見つけやすくなる,6630000,6632800,100,6632800,false
deep_night,Dormant Power Helps Discover Reapers,潜在する力から、鎌を見つけやすくなる,6630000,6631800,100,6631800,false
deep_night,Dormant Power Helps Discover Sacred Seals,潜在する力から、聖印を見つけやすくなる,6630000,6633100,100,6633100,false
deep_night,Dormant Power Helps Discover Small Shields,潜在する力から、小盾を見つけやすくなる,6630000,6632700,100,6632700,false
deep_night,Dormant Power Helps Discover Spears,潜在する力から、槍を見つけやすくなる,6630000,6631500,100,6631500,false
deep_night,Dormant Power Helps Discover Staves,潜在する力から、杖を見つけやすくなる,6630000,6633000,100,6633000,false
deep_night,Dormant Power Helps Discover Straight Swords,潜在する力から、直剣を見つけやすくなる,6630000,6630100,100,6630100,false
deep_night,Dormant Power Helps Discover Thrusting Swords,潜在する力から、刺剣を見つけやすくなる,6630000,6630800,100,6630800,false
deep_night,Dormant Power Helps Discover Twinblades,潜在する力から、両刃剣を見つけやすくなる,6630000,6630700,100,6630700,false
deep_night,Dormant Power Helps Discover Whips,潜在する力から、鞭を見つけやすくなる,6630000,6632100,100,6632100,false
deep_night,Draw enemy attention while guarding,ガード中、敵に狙われやすくなる,7030700,7030700,100,7030700,false
deep_night,FP Restoration upon Axe Attacks,斧の攻撃でＦＰ回復,7350000,7351000,10,7351000,false
deep_night,FP Restoration upon Bow Attacks,弓の攻撃でＦＰ回復,7350000,7352400,10,7352400,false
deep_night,FP Restoration upon Claw Attacks,爪の攻撃でＦＰ回復,7350000,7352100,10,7352100,false
deep_night,FP Restoration upon Colossal Sword Attacks,特大剣の攻撃でＦＰ回復,7350000,7350300,10,7350300,false
deep_night,FP Restoration upon Colossal Weapon Attacks,特大武器の攻撃でＦＰ回復,7350000,7352300,10,7352300,false
deep_night,FP Restoration upon Curved Greatsword Attacks,大曲剣の攻撃でＦＰ回復,7350000,7350500,10,7350500,false
deep_night,FP Restoration upon Curved Sword Attacks,曲剣の攻撃でＦＰ回復,7350000,7350400,10,7350400,false
deep_night,FP Restoration upon Dagger Attacks,短剣の攻撃でＦＰ回復,7350000,7350000,10,7350000,false
deep_night,FP Restoration upon Fist Attacks,拳の攻撃でＦＰ回復,7350000,7352000,10,7352000,false
deep_night,FP Restoration upon Flail Attacks,フレイルの攻撃でＦＰ回復,7350000,7351400,10,7351400,false
deep_night,FP Restoration upon Great Hammer Attacks,大槌の攻撃でＦＰ回復,7350000,7351300,10,7351300,false
deep_night,FP Restoration upon Great Spear Attacks,大槍の攻撃でＦＰ回復,7350000,7351700,10,7351700,false
deep_night,FP Restoration upon Greataxe Attacks,大斧の攻撃でＦＰ回復,7350000,7351100,10,7351100,false
deep_night,FP Restoration upon Greatsword Attacks,大剣の攻撃でＦＰ回復,7350000,7350200,10,7350200,false
deep_night,FP Restoration upon Halberd Attacks,斧槍の攻撃でＦＰ回復,7350000,7351800,10,7351800,false
deep_night,FP Restoration upon Hammer Attacks,槌の攻撃でＦＰ回復,7350000,7351200,10,7351200,false
deep_night,FP Restoration upon Heavy Thrusting Sword Attacks,重刺剣の攻撃でＦＰ回復,7350000,7350900,10,7350900,false
deep_night,FP Restoration upon Katana Attacks,刀の攻撃でＦＰ回復,7350000,7350600,10,7350600,false
deep_night,FP Restoration upon Reaper Attacks,鎌の攻撃でＦＰ回復,7350000,7351900,10,7351900,false
deep_night,FP Restoration upon Spear Attacks,槍の攻撃でＦＰ回復,7350000,7351500,10,7351500,false
deep_night,FP Restoration upon Straight Sword Attacks,直剣の攻撃でＦＰ回復,7350000,7350100,10,7350100,false
deep_night,FP Restoration upon Thrusting Sword Attacks,刺剣の攻撃でＦＰ回復,7350000,7350800,10,7350800,false
deep_night,FP Restoration upon Twinblade Attacks,両刃剣の攻撃でＦＰ回復,7350000,7350700,10,7350700,false
deep_night,FP Restoration upon Whip Attacks,鞭の攻撃でＦＰ回復,7350000,7352200,10,7352200,false
deep_night,Fire Attack Power Up +2,炎攻撃力上昇＋２,100,7001602,1000,7001602,false
deep_night,Fire Attack Power Up +3,炎攻撃力上昇＋３,100,6001600,1000,6001600,true
deep_night,Fire Attack Power Up +4,炎攻撃力上昇＋４,100,6001601,1000,6001601,true
deep_night,Fire Damage Negation Up,炎カット率上昇,7002700,7002700,1000,7002700,false
deep_night,Flame-Shrouding Cracked Tear in possession at start of expedition,出撃時に「炎纏いの割れ雫」を持つ,6621000,6622800,100,6622800,false
deep_night,Flask Also Heals Allies,聖杯瓶の回復を、周囲の味方に分配,7010200,7010200,100,7010200,false
deep_night,Greenburst Crystal Tear in possession at start of expedition,出撃時に「緑湧きの結晶雫」を持つ,6621000,6621700,100,6621700,false
deep_night,Greenspill Crystal Tear in possession at start of expedition,出撃時に「緑溢れの結晶雫」を持つ,6621000,6623200,100,6623200,false
deep_night,Guard counter is given a boost based on current HP,ガードカウンターに、自身の現在ＨＰの一部を加える,100,7150000,100,7150000,false
deep_night,HP Recovery From Successful Guarding,ガード成功時、ＨＰ回復,7036100,7036100,1,8650000,false
deep_night,HP Restoration upon Axe Attacks,斧の攻撃でＨＰ回復,7340000,7341000,10,7341000,false
deep_night,HP Restoration upon Bow Attacks,弓の攻撃でＨＰ回復,7340000,7342400,10,7342400,false
deep_night,HP Restoration upon Claw Attacks,爪の攻撃でＨＰ回復,7340000,7342100,10,7342100,false
deep_night,HP Restoration upon Colossal Sword Attacks,特大剣の攻撃でＨＰ回復,7340000,7340300,10,7340300,false
deep_night,HP Restoration upon Colossal Weapon Attacks,特大武器の攻撃でＨＰ回復,7340000,7342300,10,7342300,false
deep_night,HP Restoration upon Curved Greatsword Attacks,大曲剣の攻撃でＨＰ回復,7340000,7340500,10,7340500,false
deep_night,HP Restoration upon Curved Sword Attacks,曲剣の攻撃でＨＰ回復,7340000,7340400,10,7340400,false
deep_night,HP Restoration upon Dagger Attacks,短剣の攻撃でＨＰ回復,7340000,7340000,10,7340000,false
deep_night,HP Restoration upon Fist Attacks,拳の攻撃でＨＰ回復,7340000,7342000,10,7342000,false
deep_night,HP Restoration upon Flail Attacks,フレイルの攻撃でＨＰ回復,7340000,7341400,10,7341400,false
deep_night,HP Restoration upon Great Hammer Attacks,大槌の攻撃でＨＰ回復,7340000,7341300,10,7341300,false
deep_night,HP Restoration upon Great Spear Attacks,大槍の攻撃でＨＰ回復,7340000,7341700,10,7341700,false
deep_night,HP Restoration upon Greataxe Attacks,大斧の攻撃でＨＰ回復,7340000,7341100,10,7341100,false
deep_night,HP Restoration upon Greatsword Attacks,大剣の攻撃でＨＰ回復,7340000,7340200,10,7340200,false
deep_night,HP Restoration upon Halberd Attacks,斧槍の攻撃でＨＰ回復,7340000,7341800,10,7341800,false
deep_night,HP Restoration upon Hammer Attacks,槌の攻撃でＨＰ回復,7340000,7341200,10,7341200,false
deep_night,HP Restoration upon Heavy Thrusting Sword Attacks,重刺剣の攻撃でＨＰ回復,7340000,7340900,10,7340900,false
deep_night,HP Restoration upon Katana Attacks,刀の攻撃でＨＰ回復,7340000,7340600,10,7340600,false
deep_night,HP Restoration upon Reaper Attacks,鎌の攻撃でＨＰ回復,7340000,7341900,10,7341900,false
deep_night,HP Restoration upon Spear Attacks,槍の攻撃でＨＰ回復,7340000,7341500,10,7341500,false
deep_night,HP Restoration upon Straight Sword Attacks,直剣の攻撃でＨＰ回復,7340000,7340100,10,7340100,false
deep_night,HP Restoration upon Thrusting Counterattack,刺突カウンター発生時、ＨＰ回復,7160000,7160000,100,7160000,false
deep_night,HP Restoration upon Thrusting Counterattack +1,刺突カウンター発生時、ＨＰ回復＋１,7160000,6160000,100,6160000,true
deep_night,HP Restoration upon Thrusting Sword Attacks,刺剣の攻撃でＨＰ回復,7340000,7340800,10,7340800,false
deep_night,HP Restoration upon Twinblade Attacks,両刃剣の攻撃でＨＰ回復,7340000,7340700,10,7340700,false
deep_night,HP Restoration upon Whip Attacks,鞭の攻撃でＨＰ回復,7340000,7342200,10,7342200,false
deep_night,"HP restored when using medicinal boluses, etc.",苔薬などのアイテム使用でＨＰ回復,7030200,7030200,100,7030200,false
deep_night,"HP restored when using medicinal boluses, etc. +1",苔薬などのアイテム使用でＨＰ回復＋１,7030200,6030200,100,6030200,false
deep_night,Holy Attack Power Up +2,聖攻撃力上昇＋２,100,7001802,1000,7001802,false
deep_night,Holy Attack Power Up +3,聖攻撃力上昇＋３,100,6001800,1000,6001800,true
deep_night,Holy Attack Power Up +4,聖攻撃力上昇＋４,100,6001801,1000,6001801,true
deep_night,Holy Damage Negation Up,聖カット率上昇,7002900,7002900,1000,7002900,false
deep_night,Holy-Shrouding Cracked Tear in possession at start of expedition,出撃時に「聖纏いの割れ雫」を持つ,6621000,6623100,100,6623100,false
deep_night,Improved Affinity Attack Power,属性攻撃力上昇,100,6610800,1000,6610800,false
deep_night,Improved Affinity Attack Power +1,属性攻撃力上昇＋１,100,6610801,1000,6610801,true
deep_night,Improved Affinity Attack Power +2,属性攻撃力上昇＋２,100,6610802,1000,6610802,true
deep_night,Improved Affinity Damage Negation,属性カット率上昇,6611100,6611100,1000,6611100,false
deep_night,Improved Affinity Damage Negation +1,属性カット率上昇＋１,6611100,6611101,1000,6611101,true
deep_night,Improved Affinity Damage Negation +2,属性カット率上昇＋２,6611100,6611102,1000,6611102,true
deep_night,Improved Attack Power with 3+ Axes Equipped,斧の武器種を３つ以上装備していると攻撃力上昇,100,7081000,10,7081000,false
deep_night,Improved Attack Power with 3+ Bows Equipped,弓の武器種を３つ以上装備していると攻撃力上昇,100,7082400,10,7082400,false
deep_night,Improved Attack Power with 3+ Claws Equipped,爪の武器種を３つ以上装備していると攻撃力上昇,100,7082100,10,7082100,false
deep_night,Improved Attack Power with 3+ Colossal Swords Equipped,特大剣の武器種を３つ以上装備していると攻撃力上昇,100,7080300,10,7080300,false
deep_night,Improved Attack Power with 3+ Colossal Weapons Equipped,特大武器の武器種を３つ以上装備していると攻撃力上昇,100,7082300,10,7082300,false
deep_night,Improved Attack Power with 3+ Curved Greatswords Equipped,大曲剣の武器種を３つ以上装備していると攻撃力上昇,100,7080500,10,7080500,false
deep_night,Improved Attack Power with 3+ Curved Swords Equipped,曲剣の武器種を３つ以上装備していると攻撃力上昇,100,7080400,10,7080400,false
deep_night,Improved Attack Power with 3+ Daggers Equipped,短剣の武器種を３つ以上装備していると攻撃力上昇,100,7080000,10,7080000,false
deep_night,Improved Attack Power with 3+ Fists Equipped,拳の武器種を３つ以上装備していると攻撃力上昇,100,7082000,10,7082000,false
deep_night,Improved Attack Power with 3+ Flails Equipped,フレイルの武器種を３つ以上装備していると攻撃力上昇,100,7081400,10,7081400,false
deep_night,Improved Attack Power with 3+ Great Hammers Equipped,大槌の武器種を３つ以上装備していると攻撃力上昇,100,7081300,10,7081300,false
deep_night,Improved Attack Power with 3+ Great Spears Equipped,大槍の武器種を３つ以上装備していると攻撃力上昇,100,7081700,10,7081700,false
deep_night,Improved Attack Power with 3+ Greataxes Equipped,大斧の武器種を３つ以上装備していると攻撃力上昇,100,7081100,10,7081100,false
deep_night,Improved Attack Power with 3+ Greatswords Equipped,大剣の武器種を３つ以上装備していると攻撃力上昇,100,7080200,10,7080200,false
deep_night,Improved Attack Power with 3+ Halberds Equipped,斧槍の武器種を３つ以上装備していると攻撃力上昇,100,7081800,10,7081800,false
deep_night,Improved Attack Power with 3+ Hammers Equipped,槌の武器種を３つ以上装備していると攻撃力上昇,100,7081200,10,7081200,false
deep_night,Improved Attack Power with 3+ Heavy Thrusting Swords Equipped,重刺剣の武器種を３つ以上装備していると攻撃力上昇,100,7080900,10,7080900,false
deep_night,Improved Attack Power with 3+ Katana Equipped,刀の武器種を３つ以上装備していると攻撃力上昇,100,7080600,10,7080600,false
deep_night,Improved Attack Power with 3+ Reapers Equipped,鎌の武器種を３つ以上装備していると攻撃力上昇,100,7081900,10,7081900,false
deep_night,Improved Attack Power with 3+ Spears Equipped,槍の武器種を３つ以上装備していると攻撃力上昇,100,7081500,10,7081500,false
deep_night,Improved Attack Power with 3+ Straight Swords Equipped,直剣の武器種を３つ以上装備していると攻撃力上昇,100,7080100,10,7080100,false
deep_night,Improved Attack Power with 3+ Thrusting Swords Equipped,刺剣の武器種を３つ以上装備していると攻撃力上昇,100,7080800,10,7080800,false
deep_night,Improved Attack Power with 3+ Twinblades Equipped,両刃剣の武器種を３つ以上装備していると攻撃力上昇,100,7080700,10,7080700,false
deep_night,Improved Attack Power with 3+ Whips Equipped,鞭の武器種を３つ以上装備していると攻撃力上昇,100,7082200,10,7082200,false
deep_night,Improved Axe Attack Power,斧の攻撃力上昇,100,7331000,10,7331000,false
deep_night,Improved Bestial Incantations,獣の祈祷を強化,800,7044400,100,7044400,false
deep_night,Improved Blood Loss Resistance,出血耐性上昇,7003100,7003100,1000,7003100,false
deep_night,Improved Blood Loss Resistance +1,出血耐性上昇＋１,7003100,6003100,1000,6003100,false
deep_night,Improved Bow Attack Power,弓の攻撃力上昇,100,7332400,10,7332400,false
deep_night,Improved Carian Sword Sorcery,カーリアの剣の魔術を強化,800,7043300,100,7043300,false
deep_night,Improved Claw Attack Power,爪の攻撃力上昇,100,7332100,10,7332100,false
deep_night,Improved Colossal Sword Attack Power,特大剣の攻撃力上昇,100,7330300,10,7330300,false
deep_night,Improved Colossal Weapon Attack Power,特大武器の攻撃力上昇,100,7332300,10,7332300,false
deep_night,Improved Critical Hits,致命の一撃強化,100,7040200,100,7040200,false
deep_night,Improved Crystalian sorcery,結晶人の魔術を強化,800,7043600,100,7043600,false
deep_night,Improved Curved Greatsword Attack Power,大曲剣の攻撃力上昇,100,7330500,10,7330500,false
deep_night,Improved Curved Sword Attack Power,曲剣の攻撃力上昇,100,7330400,10,7330400,false
deep_night,Improved Dagger Attack Power,短剣の攻撃力上昇,100,7330000,10,7330000,false
deep_night,Improved Damage Negation at Low HP,ＨＰ低下時、カット率上昇,7012300,7012300,100,7012300,false
deep_night,Improved Death Blight Resistance,抗死耐性上昇,7003300,7003300,1000,7003300,false
deep_night,Improved Death Blight Resistance +1,抗死耐性上昇＋１,7003300,6003300,1000,6003300,false
deep_night,Improved Dragon Communion Incantations,竜餐の祈祷を強化,800,7044600,100,7044600,false
deep_night,Improved Dragon Cult Incantations,王都古竜信仰の祈祷を強化,800,7044100,100,7044100,false
deep_night,Improved Fire Damage Negation +1,炎カット率上昇＋１,7002700,6002700,1000,6002700,true
deep_night,Improved Fire Damage Negation +2,炎カット率上昇＋２,7002700,6002701,1000,6002701,true
deep_night,Improved Fist Attack Power,拳の攻撃力上昇,100,7332000,10,7332000,false
deep_night,Improved Flail Attack Power,フレイルの攻撃力上昇,100,7331400,10,7331400,false
deep_night,Improved Flask HP Restoration,聖杯瓶の回復量上昇,6611400,6611400,100,6611400,false
deep_night,Improved Frenzied Flame Incantations,狂い火の祈祷を強化,800,7044500,100,7044500,false
deep_night,Improved Frost Resistance,冷気耐性上昇,7003500,7003500,1000,7003500,false
deep_night,Improved Frost Resistance +1,冷気耐性上昇＋１,7003500,6003500,1000,6003500,false
deep_night,Improved Fundamentalist Incantations,黄金律原理主義の祈祷を強化,800,7044000,100,7044000,false
deep_night,Improved Giants' Flame Incantations,巨人の火の祈祷を強化,800,7044200,100,7044200,false
deep_night,Improved Glintblade Sorcery,輝剣の魔術を強化,800,7043400,100,7043400,false
deep_night,Improved Glintstone and Gravity Stone Damage,輝石、重力石アイテムの攻撃力上昇,7040500,7040500,100,7040500,false
deep_night,Improved Glintstone and Gravity Stone Damage +1,輝石、重力石アイテムの攻撃力上昇＋１,7040500,6040500,100,6040500,false
deep_night,Improved Godslayer Incantations,神狩りの祈祷を強化,800,7044300,100,7044300,false
deep_night,Improved Gravity Sorcery,重力の魔術を強化,800,7043700,100,7043700,false
deep_night,Improved Great Hammer Attack Power,大槌の攻撃力上昇,100,7331300,10,7331300,false
deep_night,Improved Great Spear Attack Power,大槍の攻撃力上昇,100,7331700,10,7331700,false
deep_night,Improved Greataxe Attack Power,大斧の攻撃力上昇,100,7331100,10,7331100,false
deep_night,Improved Greatsword Attack Power,大剣の攻撃力上昇,100,7330200,10,7330200,false
deep_night,Improved Guard Counters,ガードカウンター強化,100,7040100,100,7040100,false
deep_night,Improved Guard Counters +1,ガードカウンター強化＋１,100,6040100,100,6040100,true
deep_night,Improved Guard Counters +2,ガードカウンター強化＋２,100,6040101,100,6040101,true
deep_night,Improved Halberd Attack Power,斧槍の攻撃力上昇,100,7331800,10,7331800,false
deep_night,Improved Hammer Attack Power,槌の攻撃力上昇,100,7331200,10,7331200,false
deep_night,Improved Heavy Thrusting Sword Attack Power,重刺剣の攻撃力上昇,100,7330900,10,7330900,false
deep_night,Improved Holy Damage Negation +1,聖カット率上昇＋１,7002900,6002900,1000,6002900,true
deep_night,Improved Holy Damage Negation +2,聖カット率上昇＋２,7002900,6002901,1000,6002901,true
deep_night,Improved Incantations,祈祷強化,100,6611300,100,6611300,false
deep_night,Improved Incantations +1,祈祷強化＋１,100,6611301,100,6611301,true
deep_night,Improved Incantations +2,祈祷強化＋２,100,6611302,100,6611302,true
deep_night,Improved Initial Standard Attack,通常攻撃の１段目強化,100,7040000,100,7040000,false
deep_night,Improved Invisibility Sorcery,不可視の魔術を強化,800,7043500,100,7043500,false
deep_night,Improved Katana Attack Power,刀の攻撃力上昇,100,7330600,10,7330600,false
deep_night,Improved Lightning Damage Negation +1,雷カット率上昇＋１,7002800,6002800,1000,6002800,true
deep_night,Improved Lightning Damage Negation +2,雷カット率上昇＋２,7002800,6002801,1000,6002801,true
deep_night,Improved Madness Resistance,発狂耐性上昇,7003600,7003600,1000,7003600,false
deep_night,Improved Madness Resistance +1,発狂耐性上昇＋１,7003600,6003600,1000,6003600,false
deep_night,Improved Magic Damage Negation +1,魔力カット率上昇＋１,700,6002600,1000,6002600,true
deep_night,Improved Magic Damage Negation +2,魔力カット率上昇＋２,7002600,6002601,1000,6002601,true
deep_night,Improved Perfuming Arts,調香術強化,7043100,7043100,100,8400000,false
